N°;Prefijo Departamento;Departamento;Provincia;Localidad;Proyecto;Nombre de ODN/ODN Name;Nombre_de_OLT/OLT_Name;OUTDOOR/INDOOR;MODELO DE OLT;NAP (Qty);Usuarios Proyectados;Urb/Rur;OLT Location;RPM;Nombre de OLT (en  el prompt de OLT);Latitud OLT (Grados decimales (DD)) Ej: 41.40338;Longitud OLT (Grados decimales (DD)) Ej: 2.17403.;Status;OLT Upgrade;Fecha ATP ODN/ATP ODN Date;Fecha de Comisionamiento OLT/OLT Commissioning Date;Fecha ATP Instalación Gabinete/ATP Installation Cabinet Date;Fecha ATP OLT de Servicios/Services ATP OLT Date;Fecha ATP OTDR/ATP OTDR Date;Fecha ATP Energía/Date ATP Energy;Sitio de interconexión a OSN (capa 2);Equipo de agregación (Carrier Entel) - A;PUERTO AGREGADOR - A;Equipo de agregación (Carrier Entel) - B;PUERTO AGREGADOR - B;Equipo de agregación (Carrier Entel) - Name Location (Nombre de localidad/sitio);Latitud Agregador (Grados decimales (DD)) Ej: 41.40338;Longitud Agregador (Grados decimales (DD)) Ej: 2.17403.;FECHA DE HABILITACION - NUEVO NETNUMEN;"SEGMENTO
IP OLT GESTIÓN";GATEWAY GESTIÓN;IP OLT GESTIÓN;VLAN TR069;SEGMENTO IP POOL EASY GATEWAY TR069;VLAN DE GESTIÓN;VLANs OUTER PPPoE;VLANs OUTER PPPoE(SECOND);VLANs OUTER VPN & IPoE ;VLAN OUTER TELEFONIA;IP SEGMENTO DE RED TELEFONIA/VOICE SEGMENT;VLAN OUTER IPTV;IP SEGMENTO DE RED IPTV/IPTV SEGMENT;SEGMENTO IP OTDR;GATEWAY IP OTDR;IP OTDR;VLAN OTDR;SEGMENTO IP Modulo de Energia (ETMC);GATEWAY IP Modulo de Energia (ETMC);IP Modulo de Energia (ETMC);VLAN MODULO DE ENERGÍA (ETMC)
193;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;MILENIUM;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_MILENIUM_SCZ;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.32/28;10.201.132.33;10.201.132.36;4008;;939;4013;4001;4014;3905;10.246.10.0/23;3805;10.182.216.0/21;NA;NA;NA;NA;NA;NA;NA;NA
194;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;PLAN_3000;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_PLAN_3000_SCZ;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.64/28;10.201.132.65;10.201.132.68;4008;;939;4043;4001;4044;3919;10.246.38.0/23;3819;10.57.80.0/21;NA;NA;NA;NA;NA;NA;NA;NA
195;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;SAO_SALUD;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_SAO_SALUD_SCZ;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.96/28;10.201.132.97;10.201.132.100;4008;;939;4031;4001;4032;3913;10.246.26.0/23;3813;10.248.96.0/21;NA;NA;NA;NA;NA;NA;NA;NA
196;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;LA_MORITA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_LA_MORITA_SCZ;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.128/28;10.201.132.129;10.201.132.132;4008;;939;4033;4001;4034;3914;10.246.28.0/23;3814;10.248.112.0/21;NA;NA;NA;NA;NA;NA;NA;NA
197;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;HILANDERIA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_HILANDERIA_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.16/29 ;10.57.92.17;10.57.92.20;4008;;939;4045;4001;4046;3920;10.246.40.0/23;3820;10.248.120.0/21;NA;NA;NA;NA;NA;NA;NA;NA
198;ORU;ORURO;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;ORU-OLT-C600-ZTE-CENTRAL;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_ORU-OLT-C600-ZTE-CENTRAL_ORU;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.224/27;10.201.132.225;10.201.132.242;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
199;ORU;ORURO;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_ORURO;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_ORURO_ORU;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.224/27;10.201.132.225;10.201.132.228;4008;;939;4015;3907;4016;4033;10.248.134.0/23 - 10.248.144.0/20;4040;10.255.64.0/20;NA;NA;NA;NA;NA;NA;NA;NA
200;ORU;ORURO;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ZONA_NORTE;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ZONA_NORTE_ORU;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.224/27;10.201.132.225;10.201.132.229;4008;;939;4009-4011;3909;4012;4031;10.248.130.0/23;4041;10.248.168.0/21;NA;NA;NA;NA;NA;NA;NA;NA
201;ORU;ORURO;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ZONA_SUR;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ZONA_SUR_ORU;;;;;;;;;;;;;;;;;;;21/4/2023;10.201.132.224/27;10.201.132.225;10.201.132.230;4008;;939;4013;3911;4014;4032;10.248.132.0/23;4042;10.248.236.0/22;NA;NA;NA;NA;NA;NA;NA;NA
202;PTS;POTOSI;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;PTS-OLT-C600-ZTE-CENTRAL;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_PTS-OLT-C600-ZTE-CENTRAL_PTS;;;;;;;;;;;;;;;;;;;;10.201.133.32/27 ;10.201.133.33;10.201.133.38;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
203;PTS;POTOSI;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_POTOSI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_POTOSI_PTS;;;;;;;;;;;;;;;;;;;;10.201.133.32/27 ;10.201.133.33;10.201.133.36;4008;;939;4010-4011;4013;4012;4009;10.248.194.0/23;2275;10.255.80.0/20;NA;NA;NA;NA;NA;NA;NA;NA
204;PTS;POTOSI;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_POTOSI_1_(MERCADO_UYUNI);INDOOR (SPARE);ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_POTOSI_1_(MERCADO_UYUNI)_PTS;;;;;;;;;;;;;;;;;;;;;;NA;NA;;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
205;CHU;CHUQUISACA;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;CENTRAL_3;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_CENTRAL_3_CHU;;;;;;;;;;;;;;;;;;;;10.201.133.96/27;10.201.133.97;10.201.133.112;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
206;CHU;CHUQUISACA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_CHUQUISACA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_CHUQUISACA_CHU;;;;;;;;;;;;;;;;;;;;10.201.133.96/27;10.201.133.97;10.201.133.100;4008;;939;4015 - 4040 - 4042;4044;4016;4009;10.248.70.0/23 - 10.248.80.0/20;4034;10.255.96.0/20;NA;NA;NA;NA;NA;NA;NA;NA
207;CHU;CHUQUISACA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;EL_ROLLO;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_EL_ROLLO_CHU;;;;;;;;;;;;;;;;;;;;10.201.133.96/27;10.201.133.97;10.201.133.101;4008;;939;4011;4046;4012;4010;10.248.66.0/23 ;4033;10.248.232.0/22;NA;NA;NA;NA;NA;NA;NA;NA
208;CHU;CHUQUISACA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;VILLA_MARGARITA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_VILLA_MARGARITA_CHU;;;;;;;;;;;;;;;;;;;17/3/2023;10.57.92.176/29;10.57.92.177;10.57.92.180;4008;;939;4013;4045;4014;4007;10.248.68.0/23 - 10.254.192.0/21;4035;10.248.240.0/21;NA;NA;NA;NA;NA;NA;NA;NA
209;TJA;TARIJA;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;TJA-OLT-C600-ZTE-CENTRAL;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_TJA-OLT-C600-ZTE-CENTRAL_TJA;;;;;;;;;;;;;;;;;;;;10.201.133.160/27 ;10.201.133.161;10.201.133.167;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
210;TJA;TARIJA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_TARIJA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_TARIJA_TJA;;;;;;;;;;;;;;;;;;;;10.201.133.160/27 ;10.201.133.161;10.201.133.164;4008;;939;4015 - 4021;4026;4016;4009;10.248.6.0/23 -10.248.16.0/20;2101;10.255.112.0/20;NA;NA;NA;NA;NA;NA;NA;NA
211;TJA;TARIJA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;NODO_4_(EL_MIRADOR);OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_NODO_4_(EL_MIRADOR)_TJA;;;;;;;;;;;;;;;;;;;;10.201.133.160/27 ;10.201.133.161;10.201.133.165;4008;;939;4011;4027;4012;4007;10.248.2.0/23;2102;10.248.188.0/22;NA;NA;NA;NA;NA;NA;NA;NA
212;TJA;TARIJA;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;CIRCUNVALACIÓN;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_CIRCUNVALACIÓN_TJA;;;;;;;;;;;;;;;;;;;;10.201.133.160/27 ;10.201.133.161;10.201.133.166;4008;;939;4013;4028;4014;4006;10.248.4.0/23;2103;10.248.176.0/21;NA;NA;NA;NA;NA;NA;NA;NA
213;PND;PANDO;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;PND-OLT-C600-ZTE-DOMSAT/COBIJA;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_PND-OLT-C600-ZTE-DOMSAT/COBIJA_PND;;;;;;;;;;;;;;;;;;;;10.243.6.128/25;10.243.6.129;10.243.6.133;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
214;PND;PANDO;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;DOMSAT_COBIJA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_DOMSAT_COBIJA_PND;;;;;;;;;;;;;;;;;;;;10.243.6.128/25;10.243.6.129;10.243.6.132;4008;;939;4011 - 2501;2502;4012;2239;10.245.48.0/23;4010;10.248.32.0/20;NA;NA;NA;NA;NA;NA;NA;NA
215;BNI;BENI;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;ENTEL_BENI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTEL_BENI_BNI;;;;;;;;;;;;;;;;;;;;10.243.4.128/25;10.243.4.129;10.243.4.140;4008;;939;4011 - 4025;4010;4012;4009;10.255.0.0/23;2600;10.248.48.0/20;NA;NA;NA;NA;NA;NA;NA;NA
216;BNI;BENI;;;“PROVISIÓN DE TARJETAS DE LÍNEA GPON PARA OLT ZTE”;;TRI-OLT-C600-ZTE-CENTRAL;INDOOR;ZTE - C600;;;;;NELSON BOTETANO;OLT_TRI-OLT-C600-ZTE-CENTRAL_BNI;;;;;;;;;;;;;;;;;;;;10.243.4.128/25;10.243.4.129;10.243.4.142;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA
217;BNI;BENI;;;“PROVISIÓN DE EQUIPOS, MATERIALES Y SERVICIOS PARA NUEVA RED FTTX – GPON FASE 2”;;DOMSAT_BENI;INDOOR ;ZTE - C300;;;;;NELSON BOTETANO;OLT_DOMSAT_BENI_BNI;;;;;;;;;;;;;;;;;;;;10.243.4.128/25;10.243.4.129;10.243.4.141;4008;;939;4014;4016;4015;4013;10.255.2.0/23;2601;10.36.80.0/21;NA;NA;NA;NA;NA;NA;NA;NA
218;LPZ;LA PAZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;COLQUIRI;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_COLQUIRI_LPZ;;;;;;;;;;;;;;;;;;;;10.201.128.32/27 ;10.201.128.33;10.201.128.50;4008;;939;1303;1712;1210;1212;10.245.50.0/23;2272;10.52.80.0/22;NA;NA;NA;NA;NA;NA;NA;NA
219;LPZ;LA PAZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;PATACAMAYA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_PATACAMAYA_LPZ;;;;;;;;;;;;;;;;;;;;10.194.9.128/27;10.194.9.130;10.194.9.132;4008;;939;1213;1700;1215;1216;10.245.52.0/23;2100;10.52.84.0/22;NA;NA;NA;NA;NA;NA;NA;NA
220;LPZ;LA PAZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;CARANAVI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_CARANAVI_LPZ;;;;;;;;;;;;;;;;;;;17/3/2023;10.194.9.160/27;10.194.9.161;10.194.9.164;4008;;939;1219;1700;1130;1131;10.245.54.0/23;2100;10.52.88.0/22;NA;NA;NA;NA;NA;NA;NA;NA
221;LPZ;LA PAZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;VIACHA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_VIACHA_LPZ;;;;;;;;;;;;;;;;;;;45050;10.194.9.192/27;10.194.9.193;10.194.9.196;4008;;939;1132;1700;1133;1135;10.245.56.0/23;2100;10.52.0.0/21;NA;NA;NA;NA;NA;NA;NA;NA
222;LPZ;LA PAZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;DESAGUADERO;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_DESAGUADERO_LPZ;;;;;;;;;;;;;;;;;;;;10.194.9.224/27;10.194.9.225;10.194.9.228;4008;;939;1136;1700;1137;1139;10.245.58.0/23;2100;10.52.92.0/22;NA;NA;NA;NA;NA;NA;NA;NA
223;PND;PANDO;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;EL_PORVENIR;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_EL_PORVENIR_PND;;;;;;;;;;;;;;;;;;;;10.194.10.64/27;10.194.10.65;10.194.10.68;4008;;939;1501;2503;1502;1503;10.245.60.0/23;4020;10.52.124.0/22;NA;NA;NA;NA;NA;NA;NA;NA
224;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;VILLA_TUNARI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_VILLA_TUNARI_CBB;;;;;;;;;;;;;;;;;;;;10.194.8.160/27 ;10.194.8.161;10.194.8.164;4008;;939;1804;1292;1805;3922;10.247.44.0/23;2100;10.52.48.0/22;NA;NA;NA;NA;NA;NA;NA;NA
225;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;SHINAHOTA;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_SHINAHOTA_CBB;;;;;;;;;;;;;;;;;;;;10.201.129.224/27;10.201.129.225;10.201.129.241;4008;;939;1806;1293;1807;3923;10.247.46.0/23;4082;10.52.52.0/22;NA;NA;NA;NA;NA;NA;NA;NA
226;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;CHIMORE;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_CHIMORE_CBB;;;;;;;;;;;;;;;;;;;;10.201.129.224/27;10.201.129.225;10.201.129.242;4008;;939;1808;1294;1809;3924;10.247.48.0/23;4083;10.52.56.0/22;NA;NA;NA;NA;NA;NA;NA;NA
227;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;IVIRGARZAMA;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_IVIRGARZAMA_CBB;;;;;;;;;;;;;;;;;;;;10.194.8.192/28;10.194.8.193;10.194.8.196;4008;;939;1810;1295;1811;3925;10.247.50.0/23;2100;10.52.60.0/22;NA;NA;NA;NA;NA;NA;NA;NA
228;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;ENTRE_RIOS;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ENTRE_RIOS_CBB;;;;;;;;;;;;;;;;;;;;10.201.129.224/27;10.201.129.225;10.201.129.240;4008;;939;1812;1296;1813;3926;10.247.52.0/23;4081;10.52.64.0/22;NA;NA;NA;NA;NA;NA;NA;NA
229;CBB;COCHABAMBA;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;VINTO;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_VINTO_CBB;;;;;;;;;;;;;;;;;;;;10.201.129.224/27;10.201.129.225;10.201.133.228;4008;;939;1814;1297;1815;3927;10.247.54.0/23;4082;10.57.64.0/21;NA;NA;NA;NA;NA;NA;NA;NA
230;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;YAPACANI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_YAPACANI_SCZ;;;;;;;;;;;;;;;;;;;;10.194.8.224/27;10.194.8.225;10.194.8.228;4008;;939;1927;1901;1926;3924;10.246.48.0/23;2100;10.51.32.0/20;NA;NA;NA;NA;NA;NA;NA;NA
231;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;MONTERO;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_MONTERO_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.0/28;10.57.92.1;10.57.92.4;4008;;939;1929 - 1927;1901;1928;3925;10.246.50.0/23;2100;10.51.64.0/19;NA;NA;NA;NA;NA;NA;NA;NA
232;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;WARNES_RURAL;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_WARNES_RURAL_SCZ;;;;;;;;;;;;;;;;;;;;10.194.9.0/27;10.194.9.1;10.194.9.5;4008;;939;1931;1901;1930;3926;10.246.52.0/23;2101;10.51.48.0/20;NA;NA;NA;NA;NA;NA;NA;NA
233;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;S._J._DE_CHIQUITOS;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_S._J._DE_CHIQUITOS_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.48/28 ;10.57.92.49;10.57.92.52;4008;;939;1933;1901;1932;3927;10.246.54.0/23;3827;10.61.200.0 /21;NA;NA;NA;NA;NA;NA;NA;NA
234;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;ROBORE;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ROBORE_SCZ;;;;;;;;;;;;;;;;;;;;10.194.9.32/27 ;10.194.9.33;10.194.9.36;4008;;939;1935;1901;1934;3928;10.246.56.0/23;2100;10.51.208.0/21;NA;NA;NA;NA;NA;NA;NA;NA
235;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;PUERTO_SUAREZ;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_PUERTO_SUAREZ_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.80/28 ;10.57.92.81;10.57.92.84;4008;;939;1937;1901;1936;3929;10.246.58.0/23;2101;10.51.216.0/21;NA;NA;NA;NA;NA;NA;NA;NA
236;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;PUERTO_QUIJARRO;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_PUERTO_QUIJARRO_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.80/28 ;10.57.92.81;10.57.92.85;4008;;939;1939;1901;1938;3930;10.246.60.0/23;2102;10.51.224.0/21;NA;NA;NA;NA;NA;NA;NA;NA
237;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;CAMIRI;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_CAMIRI_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.32/28;10.57.92.33;10.57.92.36;4008;;939;1941 - 1939;1901;1940;3931;10.246.62.0/23;3831;10.51.232.0/21;NA;NA;NA;NA;NA;NA;NA;NA
238;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;SAN_JULIAN;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_SAN_JULIAN_SCZ;;;;;;;;;;;;;;;;;;;;10.194.9.96/27 ;10.194.9.97;10.194.9.101;4008;;939;1943;1901;1942;3932;10.246.64.0/23;3832;10.51.96.0/20;NA;NA;NA;NA;NA;NA;NA;NA
239;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;ASCENCION_DE_GUARAYOS;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_ASCENCION_DE_GUARAYOS_SCZ;;;;;;;;;;;;;;;;;;;;10.57.92.64/28;10.57.92.65;10.57.92.68;4008;;939;1945;1901;1944;3933;10.246.66.0/23;3833;10.61.240.0/21;NA;NA;NA;NA;NA;NA;NA;NA
240;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;COTOCA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_COTOCA_SCZ;;;;;;;;;;;;;;;;;;;;;;10.201.132.54;4008;;939;1947;1901;1946;3934;10.246.68.0/23;3834;10.51.112.0/20;NA;NA;NA;NA;NA;NA;NA;NA
241;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;LA_GUARDIA;OUTDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_LA_GUARDIA_SCZ;;;;;;;;;;;;;;;;;;;;10.201.131.0/27 ;10.201.131.1;10.201.131.25;4008;;939;1949;1901;1948;3935;10.246.70.0/23;3835;10.51.248.0/21;NA;NA;NA;NA;NA;NA;NA;NA
242;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;OKINAWA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_OKINAWA_SCZ;;;;;;;;;;;;;;;;;;;;10.194.9.0/27;10.194.9.1;10.194.9.6;4008;;939;1951;1901;1950;3936;10.246.72.0/23;2102;10.52.68.0/22;NA;NA;NA;NA;NA;NA;NA;NA
243;SCZ;SANTA CRUZ;;;“PROVISIÓN DE EQUIPOS PARA AMPLIACIÓN FTTX – CAPITALES DE MUNICIPIO RURAL” PROYECTO RN-2015-AFM - GPON FASE 3;;SAMAIPATA;INDOOR;ZTE - C300;;;;;NELSON BOTETANO;OLT_SAMAIPATA_SCZ;;;;;;;;;;;;;;;;;;;;10.194.9.64/27;10.194.9.65;10.194.9.68;4008;;939;1953;1901;1952;3937;10.246.74.0/23;2100;10.52.72.0/22;NA;NA;NA;NA;NA;NA;NA;NA
